SKU,Product,Variant,Spreadsheet On Hand,DB On Hand,Drop Shipping File,Old dropShipEnabled,New dropShipEnabled,Match Status,Notes
MI-GO-WI-ET-FLC-14,Wind Gong - Etched,Size: 14 in · Type: Flower of Life-Center,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-14,Wind Gong - Etched,Size: 14 in · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FLC-16,Wind Gong - Etched,Size: 16 in · Type: Flower of Life-Center,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-16,Wind Gong - Etched,Size: 16 in · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-18,Wind Gong - Etched,Size: 18 In · Type: 7 Chakras,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-18,Wind Gong - Etched,Size: 18 In · Type: Dorje,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-18,Wind Gong - Etched,Size: 18 In · Type: Flower of Life,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FLC-18,Wind Gong - Etched,Size: 18 In · Type: Flower of Life-Center,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-18,Wind Gong - Etched,Size: 18 In · Type: Mandala,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-18,Wind Gong - Etched,Size: 18 In · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-18,Wind Gong - Etched,Size: 18 In · Type: Shakti Chakra,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-18,Wind Gong - Etched,Size: 18 In · Type: Tara,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-20,Wind Gong - Etched,Size: 20 In · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FLC-22,Wind Gong - Etched,Size: 22 In · Type: Flower of Life-Center,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-22,Wind Gong - Etched,Size: 22 In · Type: Mandala,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-22,Wind Gong - Etched,Size: 22 In · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FLC-24,Wind Gong - Etched,Size: 24 In · Type: Flower of Life-Center,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-24,Wind Gong - Etched,Size: 24 In · Type: Mandala,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-24,Wind Gong - Etched,Size: 24 In · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-26,Wind Gong - Etched,Size: 26 in · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FLC-28,Wind Gong - Etched,Size: 28 in · Type: Flower of Life-Center,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-28,Wind Gong - Etched,Size: 28 in · Type: Mandala,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-OM-28,Wind Gong - Etched,Size: 28 in · Type: Om,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-14,Wind Gong - Etched,Type: 7 Chakras · Size: 14 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-16,Wind Gong - Etched,Type: 7 Chakras · Size: 16 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-20,Wind Gong - Etched,Type: 7 Chakras · Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-22,Wind Gong - Etched,Type: 7 Chakras · Size: 22 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-24,Wind Gong - Etched,Type: 7 Chakras · Size: 24 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-26,Wind Gong - Etched,Type: 7 Chakras · Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-7C-28,Wind Gong - Etched,Type: 7 Chakras · Size: 28 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-14,Wind Gong - Etched,Type: Dorje · Size: 14 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-16,Wind Gong - Etched,Type: Dorje · Size: 16 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-20,Wind Gong - Etched,Type: Dorje · Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-22,Wind Gong - Etched,Type: Dorje · Size: 22 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-24,Wind Gong - Etched,Type: Dorje · Size: 24 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-26,Wind Gong - Etched,Type: Dorje · Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-DJ-28,Wind Gong - Etched,Type: Dorje · Size: 28 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-14,Wind Gong - Etched,Type: Flower of Life · Size: 14 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-16,Wind Gong - Etched,Type: Flower of Life · Size: 16 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-20,Wind Gong - Etched,Type: Flower of Life · Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-22,Wind Gong - Etched,Type: Flower of Life · Size: 22 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-24,Wind Gong - Etched,Type: Flower of Life · Size: 24 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-26,Wind Gong - Etched,Type: Flower of Life · Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FOL-28,Wind Gong - Etched,Type: Flower of Life · Size: 28 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FLC-20,Wind Gong - Etched,Type: Flower of Life-Center · Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-FLC-26,Wind Gong - Etched,Type: Flower of Life-Center · Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-14,Wind Gong - Etched,Type: Mandala · Size: 14 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-16,Wind Gong - Etched,Type: Mandala · Size: 16 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-20,Wind Gong - Etched,Type: Mandala · Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-MD-26,Wind Gong - Etched,Type: Mandala · Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-14,Wind Gong - Etched,Type: Shakti Chakra · Size: 14 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-16,Wind Gong - Etched,Type: Shakti Chakra · Size: 16 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-20,Wind Gong - Etched,Type: Shakti Chakra · Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-22,Wind Gong - Etched,Type: Shakti Chakra · Size: 22 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-24,Wind Gong - Etched,Type: Shakti Chakra · Size: 24 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-26,Wind Gong - Etched,Type: Shakti Chakra · Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-SC-28,Wind Gong - Etched,Type: Shakti Chakra · Size: 28 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-14,Wind Gong - Etched,Type: Tara · Size: 14 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-16,Wind Gong - Etched,Type: Tara · Size: 16 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-20,Wind Gong - Etched,Type: Tara · Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-22,Wind Gong - Etched,Type: Tara · Size: 22 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-24,Wind Gong - Etched,Type: Tara · Size: 24 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-26,Wind Gong - Etched,Type: Tara · Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-ET-TR-28,Wind Gong - Etched,Type: Tara · Size: 28 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-14,Wind Gong - Plain,Size: 14 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-16,Wind Gong - Plain,Size: 16 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-18,Wind Gong - Plain,Size: 18 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-20,Wind Gong - Plain,Size: 20 In,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-22,Wind Gong - Plain,Size: 22 In,1,1,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-24,Wind Gong - Plain,Size: 24 In,1,1,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-26,Wind Gong - Plain,Size: 26 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-GO-WI-28,Wind Gong - Plain,Size: 28 in,0,0,Y,true,true,ALREADY_CORRECT,
MI-FC-B,Wooden Finger Castanet,Colour: Black,25,25,N,false,false,ALREADY_CORRECT,
MI-FC-W,Wooden Finger Castanet,Colour: White,25,25,N,false,false,ALREADY_CORRECT,
MI-WF,Wooden Frog,Size: Standard,19,19,N,false,false,ALREADY_CORRECT,
MI-GRO,Wooden Guiro,Default,25,25,N,false,false,ALREADY_CORRECT,
MI-KL-L,Wooden Hand Khartal/Jingles,Size: Large,0,0,N,false,false,ALREADY_CORRECT,
MI-KL-M,Wooden Hand Khartal/Jingles,Size: Medium,0,0,N,false,false,ALREADY_CORRECT,
MI-KL-S,Wooden Hand Khartal/Jingles,Size: Small,0,0,N,false,false,ALREADY_CORRECT,
MI-SBM-R-C-B,Wooden Mallets for Singing Bowls,Type: Curved · Colour: Black,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LF-S-R,Wooden Mallets for Singing Bowls,Type: Long Firm-Small · Colour: Red,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LF-S-W,Wooden Mallets for Singing Bowls,Type: Long Firm-Small · Colour: White,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LF-ST-R,Wooden Mallets for Singing Bowls,Type: Long Firm-Standard · Colour: Red,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LF-ST-W,Wooden Mallets for Singing Bowls,Type: Long Firm-Standard · Colour: White,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LS-R-11,Wooden Mallets for Singing Bowls,"Type: Long Soft-11"" · Colour: Red",15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LS-W-11,Wooden Mallets for Singing Bowls,"Type: Long Soft-11"" · Colour: White",15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LS-R-13,Wooden Mallets for Singing Bowls,"Type: Long Soft-13"" · Colour: Red",15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LS-W-13,Wooden Mallets for Singing Bowls,"Type: Long Soft-13"" · Colour: White",15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LS-R-9,Wooden Mallets for Singing Bowls,"Type: Long Soft-9"" · Colour: Red",15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-S-LS-W-9,Wooden Mallets for Singing Bowls,"Type: Long Soft-9"" · Colour: White",15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-R-SW-B,Wooden Mallets for Singing Bowls,Type: Standard Wide · Colour: Black,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-R-SW-R,Wooden Mallets for Singing Bowls,Type: Standard Wide · Colour: Red,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-R-ST-B,Wooden Mallets for Singing Bowls,Type: Straight · Colour: Black,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-R-ST-R,Wooden Mallets for Singing Bowls,Type: Straight · Colour: Red,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-R-TW-B,Wooden Mallets for Singing Bowls,Type: Thick Wide · Colour: Black,15,15,N,false,false,ALREADY_CORRECT,
MI-SBM-R-TW-R,Wooden Mallets for Singing Bowls,Type: Thick Wide · Colour: Red,15,15,N,false,false,ALREADY_CORRECT,
MI-WMS-DP,Wooden Maracas Shakers | Plain & Dot Painted,Type: Dot Painted,1,1,N,false,false,ALREADY_CORRECT,
MI-WMS,Wooden Maracas Shakers | Plain & Dot Painted,Type: Plain,1,1,N,false,false,ALREADY_CORRECT,
MI-TF-WS-5,Wooden Stand for Tuning Forks,No Of Holes: Five,1,1,N,false,false,ALREADY_CORRECT,
MI-TF-WS-9,Wooden Stand for Tuning Forks,No Of Holes: Nine,3,3,N,false,false,ALREADY_CORRECT,
MI-TF-WS-7,Wooden Stand for Tuning Forks,No Of Holes: Seven,2,2,N,false,false,ALREADY_CORRECT,
MI-TF-WS-3,Wooden Stand for Tuning Forks,No Of Holes: Three,2,2,N,false,false,ALREADY_CORRECT,
MI-WTM-C,Wooden Tambourines,Type: Circular,0,0,N,false,false,ALREADY_CORRECT,
MI-WTM-HM,Wooden Tambourines,Type: Half-Moon,0,0,N,false,false,ALREADY_CORRECT,
YO-BL-BE,Yoga Belt/Strap,Colours: Beige,0,0,N,false,false,ALREADY_CORRECT,
YO-BL-G,Yoga Belt/Strap,Colours: Green,16,16,N,false,false,ALREADY_CORRECT,
YO-BL-NB,Yoga Belt/Strap,Colours: Navy Blue,10,10,N,false,false,ALREADY_CORRECT,
YO-BL-R,Yoga Belt/Strap,Colours: Rose,28,28,N,false,false,ALREADY_CORRECT,
YO-BL-SB,Yoga Belt/Strap,Colours: Sky Blue,27,27,N,false,false,ALREADY_CORRECT,
YO-BT-BR,Yoga Blanket,Colour: Brown,30,30,N,false,false,ALREADY_CORRECT,
YO-BT-MG,Yoga Blanket,Colour: Magenta,25,25,N,false,false,ALREADY_CORRECT,
YO-BT-W,Yoga Blanket,Colour: Natural White,3,3,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-M-O,Yoga Mats-Lotus,Color: Orange · Grip: Moderate,11,11,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-S-O,Yoga Mats-Lotus,Color: Orange · Grip: Superior,0,0,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-M-P,Yoga Mats-Lotus,Color: Pink · Grip: Moderate,9,9,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-S-P,Yoga Mats-Lotus,Color: Pink · Grip: Superior,0,0,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-S-T,Yoga Mats-Lotus,Color: Teal · Grip: Superior,0,0,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-S-Y,Yoga Mats-Lotus,Color: Yellow · Grip: Superior,0,0,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-M-B,Yoga Mats-Lotus,Option1: Moderate · Option2: Blue,7,7,N,false,false,ALREADY_CORRECT,
YO-M-CT-L-M-G,Yoga Mats-Lotus,Option1: Moderate · Option2: Green,1,1,N,false,false,ALREADY_CORRECT,
ME-Zn-GY,Zabuton Cushion,Colour: Grey,4,4,N,false,false,ALREADY_CORRECT,
ME-Zn-LV,Zabuton Cushion,Colour: Lavender,5,5,N,false,false,ALREADY_CORRECT,
ME-Zn-LG,Zabuton Cushion,Colour: Light Grey,5,5,N,false,false,ALREADY_CORRECT,
ME-Zn-MB,Zabuton Cushion,Colour: Misty Blue,6,6,N,false,false,ALREADY_CORRECT,
ME-Zn-NB,Zabuton Cushion,Colour: Navy Blue,9,9,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-EM-L-LV,Zafu & Zabuton Combo - Lotus Embroidery,Colours: Lavender,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-EM-L-LG,Zafu & Zabuton Combo - Lotus Embroidery,Colours: Light Grey,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-EM-L-MB,Zafu & Zabuton Combo - Lotus Embroidery,Colours: Misty Blue,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-LV,Zafu & Zabuton Combo - Plain,Colours: Lavender,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-LG,Zafu & Zabuton Combo - Plain,Colours: Light Grey,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-MB,Zafu & Zabuton Combo - Plain,Colours: Misty Blue,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-NB,Zafu & Zabuton Combo - Plain,Colours: Navy Blue,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-Zn-DG,Zafu & Zabuton Combo - Plain,Option: Dark Grey,0,0,N,false,false,ALREADY_CORRECT,
ME-Z-EM-L-LV,Zafu Meditation Cushion - Lotus Embroidery,Colour: Lavender,11,11,N,false,false,ALREADY_CORRECT,
ME-Z-EM-L-LG,Zafu Meditation Cushion - Lotus Embroidery,Colour: Light Grey,13,13,N,false,false,ALREADY_CORRECT,
ME-Z-EM-L-MB,Zafu Meditation Cushion - Lotus Embroidery,Colour: Misty Blue,13,13,N,false,false,ALREADY_CORRECT,
ME-Z-EM-L-R,Zafu Meditation Cushion - Lotus Embroidery,Colour: Rose,12,12,N,false,false,ALREADY_CORRECT,
ME-Z-EM-L-S,Zafu Meditation Cushion - Lotus Embroidery,Colour: Sage,12,12,N,false,false,ALREADY_CORRECT,
ME-Z-DG,Zafu Meditation Cushion - Plain,Colour: Dark Grey,6,6,N,false,false,ALREADY_CORRECT,
ME-Z-LR,Zafu Meditation Cushion - Plain,Colour: Lavender,10,10,N,false,false,ALREADY_CORRECT,
ME-Z-LG,Zafu Meditation Cushion - Plain,Colour: Light Grey,6,6,N,false,false,ALREADY_CORRECT,
ME-Z-MG,Zafu Meditation Cushion - Plain,Colour: Magenta,15,15,N,false,false,ALREADY_CORRECT,
ME-Z-MB,Zafu Meditation Cushion - Plain,Colour: Misty Blue,13,13,N,false,false,ALREADY_CORRECT,
ME-Z-NB,Zafu Meditation Cushion - Plain,Colour: Navy Blue,18,18,N,false,false,ALREADY_CORRECT,
ME-Z-O,Zafu Meditation Cushion - Plain,Colour: Orange,8,8,N,false,false,ALREADY_CORRECT,
ME-Z-R,Zafu Meditation Cushion - Plain,Colour: Rose,22,22,N,false,false,ALREADY_CORRECT,
ME-Z-S,Zafu Meditation Cushion - Plain,Colour: Sage,16,16,N,false,false,ALREADY_CORRECT,
ME-ZMB-L,Zen Meditation Bench,Type: Large,6,6,N,false,false,ALREADY_CORRECT,
ME-ZMB-M,Zen Meditation Bench,Type: Medium,3,3,N,false,false,ALREADY_CORRECT,
ME-ZMB-S,Zen Meditation Bench,Type: Small,2,2,N,false,false,ALREADY_CORRECT,
